,bt,transmission,ownerNo,model,modelYear,variantName,City,Insurance Validity,Fuel Type,Kms Driven,Seating Capacity,Mileage,price,Age_of_the_Car
0,Hatchback,Manual,3,Maruti Celerio,2015,VXI,Bangalore,Third Party insurance,Petrol,120000.0,5,29.0,400000,9
1,Hatchback,Manual,1,Tata Tiago,2018,1.2 Revotron XZ,Bangalore,Comprehensive,Petrol,11949.0,5,29.0,585000,6
2,Sedan,Manual,1,Hyundai Xcent,2014,1.2 Kappa S Option,Bangalore,Comprehensive,Petrol,17794.0,5,29.0,462000,10
3,SUV,Manual,1,Maruti SX4 S Cross,2015,DDiS 200 Zeta,Bangalore,Third Party insurance,Diesel,60000.0,5,29.0,790000,9
4,Hatchback,Manual,1,Datsun GO,2017,T Option BSIV,Bangalore,Comprehensive,Petrol,37772.0,5,29.0,345000,7
5,SUV,Automatic,1,Hyundai Venue,2021,SX Plus Turbo DCT BSIV,Bangalore,Third Party insurance,Petrol,30000.0,5,29.0,1200000,3
6,Sedan,Automatic,1,Maruti Ciaz,2018,Alpha Automatic BSIV,Bangalore,Comprehensive,Petrol,37000.0,5,29.0,960000,6
7,Hatchback,Manual,1,Tata Tiago,2017,1.2 Revotron XZ WO Alloy,Bangalore,Comprehensive,Petrol,11949.0,5,29.0,585000,7
8,Hatchback,Manual,1,Maruti Baleno,2018,1.2 Delta,Bangalore,Third Party insurance,Petrol,50000.0,5,29.0,690000,6
9,Hatchback,Automatic,1,Hyundai Grand i10,2019,1.2 Kappa Sportz Option AT,Bangalore,Third Party insurance,Petrol,24887.0,5,29.0,682000,5
10,Hatchback,Automatic,1,Honda Jazz,2018,VX CVT,Bangalore,Comprehensive,Petrol,23000.0,5,29.0,825000,6
11,Hatchback,Automatic,1,Tata Tiago,2018,1.2 Revotron XZA,Bangalore,Comprehensive,Petrol,48928.0,5,29.0,595000,6
12,SUV,Manual,1,Jeep Compass,2018,2.0 Limited,Bangalore,Third Party insurance,Diesel,80000.0,5,29.0,1350000,6
13,Hatchback,Manual,2,Hyundai i20,2014,Asta 1.4 CRDi,Bangalore,Comprehensive,Diesel,65376.0,5,29.0,521000,10
14,SUV,Manual,1,Tata Nexon,2022,XM Plus S BSVI,Bangalore,Third Party insurance,Petrol,10000.0,5,29.0,1005000,2
15,Sedan,Manual,2,Honda City,2016,i VTEC V,Bangalore,Comprehensive,Petrol,67000.0,5,29.0,775000,8
16,Hatchback,Manual,1,Maruti Swift,2016,VXI,Bangalore,Comprehensive,Petrol,18083.0,5,29.0,582000,8
17,SUV,Manual,1,Renault Duster,2020,RXS,Bangalore,Third Party insurance,Petrol,30000.0,5,29.0,1090000,4
18,Hatchback,Manual,2,Tata Tiago,2016,1.2 Revotron XZ,Bangalore,Comprehensive,Petrol,57634.0,5,29.0,457000,8
19,Sedan,Manual,1,Honda City,2015,i VTEC V,Bangalore,Third Party insurance,Petrol,110000.0,5,29.0,550000,9
20,Hatchback,Automatic,1,Hyundai Santro,2018,Sportz AMT BSIV,Bangalore,Comprehensive,Petrol,23447.0,5,29.0,570000,6
21,Hatchback,Manual,2,Hyundai Santro Xing,2009,GLS LPG,Bangalore,Third Party insurance,LPG,30000.0,5,29.0,220000,15
22,Sedan,Manual,1,Hyundai Xcent,2018,1.2 VTVT SX,Bangalore,Third Party insurance,Petrol,50000.0,5,29.0,674000,6
23,Hatchback,Manual,1,Maruti Wagon R,2015,VXI BS IV,Bangalore,Comprehensive,Petrol,12434.0,5,29.0,349000,9
24,Hatchback,Manual,2,Maruti Wagon R,2015,VXI BS IV,Bangalore,Comprehensive,Petrol,40987.0,5,29.0,406000,9
25,SUV,Automatic,2,Renault Duster,2020,RXZ 110PS AMT BSIV,Bangalore,Third Party insurance,Diesel,40000.0,5,29.0,1100000,4
26,Hatchback,Manual,1,Hyundai i20,2016,Sportz 1.2,Bangalore,Comprehensive,Petrol,89667.0,5,29.0,594000,8
27,Hatchback,Manual,1,Hyundai i20,2017,Asta Option 1.4 CRDi,Bangalore,Third Party insurance,Diesel,120000.0,5,29.0,710000,7
28,Hatchback,Manual,1,Maruti Baleno,2017,1.2 Zeta,Bangalore,Zero Dep,Petrol,56997.0,5,29.0,692000,7
29,Sedan,Manual,1,Hyundai Elantra,2013,SX,Bangalore,Third Party insurance,Petrol,120000.0,5,29.0,650000,11
30,Hatchback,Manual,1,Maruti Alto 800,2021,VXI Plus BSVI,Bangalore,Zero Dep,Petrol,18835.0,5,29.0,411000,3
31,Hatchback,Manual,1,Tata Tiago,2019,XZ Plus,Bangalore,Comprehensive,Petrol,60932.0,5,29.0,610000,5
32,Hatchback,Manual,2,Tata Tiago,2018,1.2 Revotron XZ WO Alloy,Bangalore,Comprehensive,Petrol,66837.0,5,29.0,530000,6
33,Hatchback,Manual,2,Maruti Alto,2008,LXi,Bangalore,Third Party insurance,Petrol,60000.0,5,29.0,250000,16
34,Hatchback,Manual,1,Hyundai i20,2019,Magna Plus BSIV,Bangalore,Third Party insurance,Petrol,44285.0,5,29.0,715000,5
35,Hatchback,Manual,1,Hyundai Grand i10,2018,1.2 Kappa Asta,Bangalore,Comprehensive,Petrol,36735.0,5,29.0,625000,6
36,SUV,Manual,1,Tata Nexon,2018,1.5 Revotorq XM,Bangalore,Comprehensive,Diesel,53645.0,5,29.0,825000,6
37,Hatchback,Automatic,1,Maruti Celerio,2014,VXI AMT,Bangalore,Comprehensive,Petrol,53982.0,5,29.0,428000,10
38,Sedan,Manual,1,Skoda Rapid,2014,1.5 TDI Ambition With Alloy Wheel,Bangalore,Third Party insurance,Diesel,110000.0,5,29.0,695000,10
39,SUV,Manual,2,Ford Ecosport,2019,1.5 Petrol Titanium,Bangalore,Third Party insurance,Petrol,37741.0,5,29.0,930000,5
40,Hatchback,Manual,1,Maruti Alto 800,2021,VXI Plus BSVI,Bangalore,Comprehensive,Petrol,17367.0,5,29.0,455000,3
41,SUV,Manual,1,Hyundai Creta,2017,1.6 CRDi SX Plus,Bangalore,Comprehensive,Diesel,94000.0,5,29.0,1195000,7
42,Hatchback,Manual,3,Maruti Swift,2014,VXI,Bangalore,Comprehensive,Petrol,54601.0,5,29.0,442000,10
43,Hatchback,Manual,1,Maruti Swift,2018,VDI,Bangalore,Third Party insurance,Diesel,110000.0,5,29.0,690000,6
44,Hatchback,Manual,2,Maruti Celerio,2017,ZXI Optional,Bangalore,Third Party,Petrol,64000.0,5,29.0,500000,7
45,Sedan,Manual,1,Maruti Ciaz,2015,VDi Plus,Bangalore,Third Party insurance,Diesel,100000.0,5,29.0,650000,9
46,Hatchback,Manual,2,Tata Tiago,2017,1.2 Revotron XT,Bangalore,Third Party insurance,Petrol,68039.0,5,29.0,468000,7
47,Hatchback,Manual,2,Maruti Ritz,2014,VXi,Bangalore,Third Party insurance,Petrol,60000.0,5,29.0,420000,10
48,Hatchback,Manual,2,Maruti Ritz,2014,VXi,Bangalore,Third Party insurance,Petrol,60000.0,5,29.0,420000,10
49,Sedan,Manual,1,Honda City,2013,V MT,Bangalore,Third Party,Petrol,49873.0,5,29.0,533000,11
50,Hatchback,Automatic,3,Volkswagen Polo,2013,GT TSI,Bangalore,Third Party insurance,Petrol,90000.0,5,29.0,850000,11
51,Sedan,Manual,2,Skoda Rapid,2017,1.5 TDI Ambition BSIV,Bangalore,Third Party insurance,Diesel,48960.0,5,29.0,751000,7
52,Hatchback,Manual,2,Hyundai i20,2013,Sportz 1.2,Bangalore,Comprehensive,Petrol,68000.0,5,29.0,490000,11
53,Hatchback,Manual,2,Hyundai i20,2013,Asta 1.4 CRDi,Bangalore,Comprehensive,Diesel,83000.0,5,29.0,525000,11
54,Hatchback,Manual,1,Maruti Wagon R,2018,VXI Plus Optional,Bangalore,Comprehensive,Petrol,62139.0,5,29.0,550000,6
55,Hatchback,Manual,1,Hyundai i10,2013,Magna LPG,Bangalore,Comprehensive,LPG,74000.0,5,29.0,365000,11
56,Hatchback,Automatic,2,Renault KWID,2016,1.0 AMT RXT,Bangalore,Comprehensive,Petrol,26500.0,5,29.0,420000,8
57,Hatchback,Manual,1,Honda Brio,2013,S MT,Bangalore,Third Party,Petrol,38197.0,5,29.0,394000,11
58,Hatchback,Automatic,2,Maruti Baleno,2017,Zeta CVT,Bangalore,Comprehensive,Petrol,23000.0,5,29.0,725000,7
59,Hatchback,Manual,1,Maruti Alto K10,2013,LXI,Bangalore,Third Party insurance,Petrol,50000.0,5,29.0,240000,11
60,SUV,Automatic,1,Renault Kiger,2022,RXZ AMT DT,Bangalore,Third Party insurance,Petrol,10000.0,5,29.0,835000,2
61,Hatchback,Manual,1,Hyundai Grand i10,2019,1.2 Kappa Asta,Bangalore,Third Party insurance,Petrol,19000.0,5,29.0,695000,5
62,Hatchback,Manual,1,Hyundai EON,2014,Magna Plus,Bangalore,Comprehensive,Petrol,29268.0,5,29.0,330000,10
63,Sedan,Automatic,1,Volkswagen Vento,2019,1.2 TSI Highline Plus AT,Bangalore,Third Party insurance,Petrol,20000.0,5,29.0,990000,5
64,Sedan,Manual,1,Toyota Yaris,2018,G BSIV,Bangalore,Third Party insurance,Petrol,30000.0,5,29.0,750000,6
65,Hatchback,Manual,1,Hyundai i10,2010,Era 1.1 iTech SE,Bangalore,Comprehensive,Petrol,43679.0,5,29.0,271000,14
66,SUV,Automatic,1,Hyundai Creta,2018,1.6 SX Automatic,Bangalore,Third Party insurance,Petrol,40000.0,5,29.0,1280000,6
67,Hatchback,Manual,1,Hyundai i20,2012,Era 1.4 CRDi,Bangalore,Third Party,Diesel,40562.0,5,29.0,436000,12
68,SUV,Automatic,1,Hyundai Venue,2019,SX Plus Turbo DCT BSIV,Bangalore,Third Party insurance,Petrol,20000.0,5,29.0,1250000,5
69,SUV,Automatic,1,Hyundai Venue,2019,SX Plus Turbo DCT BSIV,Bangalore,Third Party insurance,Petrol,20000.0,5,29.0,1250000,5
70,Hatchback,Automatic,1,Maruti Celerio,2015,VXI AT,Bangalore,2,Petrol,65017.0,5,29.0,475000,9
71,Sedan,Automatic,2,BMW 3 Series,2008,320d,Bangalore,Third Party insurance,Diesel,80000.0,5,29.0,600000,16
72,Hatchback,Manual,3,Hyundai i10,2009,Sportz 1.2,Bangalore,Third Party insurance,Petrol,80000.0,5,29.0,249000,15
73,SUV,Manual,2,Renault Duster,2014,Petrol RxE,Bangalore,Third Party insurance,Petrol,83394.0,5,29.0,630000,10
74,Hatchback,Manual,3,Hyundai i10,2009,Sportz 1.2,Bangalore,Third Party insurance,Petrol,80000.0,5,29.0,249000,15
75,Hatchback,Manual,1,Maruti Alto K10,2017,VXI,Bangalore,Third Party,Petrol,52204.0,5,29.0,385000,7
76,Hatchback,Manual,2,Maruti Alto 800,2014,VXI,Bangalore,Comprehensive,Petrol,29813.0,5,29.0,276000,10
77,Hatchback,Manual,1,Ford Figo,2018,1.2P Titanium Opt MT,Bangalore,Third Party insurance,Petrol,30000.0,5,29.0,500000,6
78,Hatchback,Automatic,1,Maruti Ignis,2020,1.2 AMT Zeta BSIV,Bangalore,Comprehensive,Petrol,13345.0,5,29.0,730000,4
79,Hatchback,Manual,1,Hyundai Grand i10,2014,Sportz,Bangalore,Comprehensive,Petrol,75000.0,5,29.0,399000,10
80,Hatchback,Manual,2,Hyundai i10,2011,Sportz,Bangalore,Comprehensive,Petrol,75523.0,5,29.0,312000,13
81,SUV,Manual,1,Hyundai Creta,2016,1.6 CRDi SX Plus,Bangalore,Third Party insurance,Diesel,50000.0,5,29.0,1260000,8
82,Hatchback,Manual,2,Hyundai i10,2010,Magna,Bangalore,Third Party insurance,Petrol,90000.0,5,29.0,300000,14
83,Hatchback,Manual,1,Hyundai i20,2016,Asta 1.2,Bangalore,Comprehensive,Petrol,52571.0,5,29.0,627000,8
84,Sedan,Automatic,2,BMW 3 Series,2010,320d Highline,Bangalore,Third Party insurance,Diesel,70000.0,5,29.0,1300000,14
85,Sedan,Manual,1,Honda City,2015,i VTEC V,Bangalore,Comprehensive,Petrol,61993.0,5,29.0,672000,9
86,Hatchback,Manual,1,Hyundai i20,2013,Sportz 1.2,Bangalore,Comprehensive,Petrol,36359.0,5,29.0,440000,11
87,Hatchback,Manual,1,Hyundai i10,2010,Sportz 1.2,Bangalore,Comprehensive,Petrol,66000.0,5,29.0,275000,14
88,Hatchback,Manual,1,Hyundai i20,2017,Sportz 1.2,Bangalore,Comprehensive,Petrol,56010.0,5,29.0,676000,7
89,SUV,Manual,2,Nissan Terrano,2014,XV Premium 110 PS,Bangalore,Third Party insurance,Diesel,60000.0,5,29.0,650000,10
90,Hatchback,Manual,1,Maruti Swift,2014,VDI BSIV,Bangalore,Third Party insurance,Diesel,83829.0,5,29.0,444000,10
91,SUV,Automatic,2,Renault Duster,2016,110PS Diesel RxZ AMT,Bangalore,Comprehensive,Diesel,35000.0,5,29.0,925000,8
92,Sedan,Manual,3,Skoda Rapid,2016,1.5 TDI Elegance Black Package,Bangalore,Third Party insurance,Diesel,80000.0,5,29.0,500000,8
93,Hatchback,Automatic,2,Volkswagen Polo,2017,GT TSI,Bangalore,Third Party insurance,Petrol,40000.0,5,29.0,995000,7
94,SUV,Automatic,2,Honda CR-V,2012,2.4L 4WD AT,Bangalore,Comprehensive,Petrol,85565.0,5,29.0,935000,12
95,Hatchback,Manual,1,Volkswagen Polo,2015,1.5 TDI Highline,Bangalore,Third Party insurance,Diesel,90000.0,5,29.0,560000,9
96,Hatchback,Manual,1,Maruti Swift,2012,VXI,Bangalore,Comprehensive,Petrol,112795.0,5,29.0,454000,12
97,Hatchback,Manual,2,Honda Brio,2016,S MT,Bangalore,Comprehensive,Petrol,36685.0,5,29.0,462000,8
98,Hatchback,Automatic,2,Maruti Baleno,2019,1.2 CVT Alpha,Bangalore,Third Party,Petrol,32184.0,5,29.0,843000,5
99,Hatchback,Manual,1,Maruti Baleno RS,2018,1.0 Petrol,Bangalore,Comprehensive,Petrol,32279.0,5,29.0,799000,6
100,Hatchback,Manual,1,Hyundai i20,2015,Asta Option 1.2,Bangalore,Comprehensive,Petrol,59698.0,5,29.0,576000,9
101,SUV,Manual,1,Renault Captur,2018,1.5 Diesel Platine,Bangalore,Comprehensive,Diesel,46071.0,5,29.0,949000,6
102,SUV,Manual,1,Maruti Vitara Brezza,2017,ZDi,Bangalore,Third Party insurance,Diesel,90000.0,5,29.0,795000,7
103,SUV,Manual,1,Hyundai Venue,2019,SX Turbo BSIV,Bangalore,Third Party,Petrol,9554.0,5,29.0,1085000,5
104,SUV,Manual,2,Renault Duster,2013,85PS Diesel RxE,Bangalore,Third Party,Diesel,74499.0,5,29.0,516000,11
105,SUV,Automatic,2,Ford Ecosport,2017,1.5 Petrol Trend Plus AT BSIV,Bangalore,Comprehensive,Petrol,56211.0,5,29.0,777000,7
106,Hatchback,Manual,1,Honda Jazz,2019,V,Bangalore,Comprehensive,Petrol,9001.0,5,29.0,753000,5
107,Hatchback,Manual,1,Honda Jazz,2017,1.2 V i VTEC,Bangalore,Comprehensive,Petrol,23682.0,5,29.0,725000,7
108,Hatchback,Manual,2,Maruti Swift,2015,ZDI BSIV,Bangalore,Comprehensive,Diesel,134557.0,5,29.0,629000,9
109,Sedan,Manual,2,Maruti Swift Dzire,2013,VXI,Bangalore,Comprehensive,Petrol,96567.0,5,29.0,447000,11
110,Hatchback,Manual,3,Maruti Celerio,2015,VXI,Bangalore,Third Party insurance,Petrol,120000.0,5,29.0,400000,9
111,Hatchback,Manual,1,Honda Jazz,2018,1.2 VX i VTEC,Bangalore,Comprehensive,Petrol,34000.0,5,29.0,745000,6
112,Hatchback,Automatic,1,Hyundai Grand i10,2014,AT Asta,Bangalore,Comprehensive,Petrol,81634.0,5,29.0,490000,10
113,SUV,Automatic,2,Ford Ecosport,2016,1.5 Ti VCT AT Titanium BSIV,Bangalore,Third Party insurance,Petrol,70000.0,5,29.0,675000,8
114,Hatchback,Manual,2,Honda Brio,2013,S MT,Bangalore,Third Party insurance,Petrol,70000.0,5,29.0,330000,11
115,Sedan,Automatic,2,Toyota Yaris,2018,G CVT BSIV,Bangalore,Third Party insurance,Petrol,46429.0,5,29.0,875000,6
116,Hatchback,Manual,1,Maruti Baleno,2017,1.2 Alpha,Bangalore,Comprehensive,Petrol,17624.0,5,29.0,869000,7
117,Sedan,Manual,2,Volkswagen Vento,2012,Diesel Highline,Bangalore,Third Party insurance,Diesel,100000.0,5,29.0,425000,12
118,Sedan,Manual,1,Honda City,2019,i-VTEC V,Bangalore,Third Party insurance,Petrol,30000.0,5,29.0,1070000,5
119,SUV,Manual,2,Ford Ecosport,2018,1.5 Petrol Titanium,Bangalore,Third Party insurance,Petrol,49690.0,5,29.0,1025000,6
120,SUV,Automatic,1,Ford Ecosport,2018,1.5 Petrol Titanium Plus AT BSIV,Bangalore,Comprehensive,Petrol,55702.0,5,29.0,844000,6
121,Hatchback,Manual,1,Hyundai i20 Active,2016,1.4 SX,Bangalore,Third Party insurance,Diesel,45046.0,5,29.0,764000,8
122,Hatchback,Manual,2,Maruti Ritz,2014,VXi,Bangalore,Third Party insurance,Petrol,53000.0,5,29.0,420000,10
123,Hatchback,Manual,1,Maruti Baleno,2016,1.3 Alpha,Bangalore,Third Party insurance,Diesel,94695.0,5,29.0,684000,8
124,Hatchback,Manual,1,Maruti Baleno,2019,1.2 Alpha,Bangalore,Zero Dep,Petrol,22162.0,5,29.0,802999,5
125,Hatchback,Manual,2,Hyundai Santro Xing,2010,GLS,Bangalore,Third Party insurance,Petrol,70000.0,5,29.0,320000,14
126,Hatchback,Manual,2,Maruti Swift,2016,VXI,Bangalore,Comprehensive,Petrol,42233.0,5,29.0,548000,8
127,Hatchback,Manual,1,Hyundai Grand i10,2019,1.2 Kappa Sportz BSIV,Bangalore,Comprehensive,Petrol,20941.0,5,29.0,619000,5
128,SUV,Manual,2,Maruti Vitara Brezza,2018,ZDi Plus Dual Tone,Bangalore,Third Party insurance,Diesel,50000.0,5,29.0,1000000,6
129,SUV,Manual,1,Honda WR-V,2018,i-VTEC VX,Bangalore,Comprehensive,Petrol,46602.0,5,29.0,865000,6
130,Hatchback,Manual,2,Maruti Swift,2014,VDI BSIV,Bangalore,Comprehensive,Diesel,104000.0,5,29.0,535000,10
131,Hatchback,Manual,1,Maruti Baleno,2017,1.2 Zeta,Bangalore,Third Party insurance,Petrol,50035.0,5,29.0,699000,7
132,SUV,Manual,1,Tata Nexon,2021,XZ Plus DualTone Roof (O),Bangalore,Third Party insurance,Petrol,80000.0,5,29.0,1150000,3
133,Hatchback,Manual,2,Hyundai i20,2015,Sportz Option 1.2,Bangalore,Comprehensive,Petrol,90000.0,5,29.0,625000,9
134,Sedan,Manual,1,Toyota Corolla Altis,2011,Diesel D4DG,Bangalore,Third Party insurance,Diesel,120000.0,5,29.0,600000,13
135,Sedan,Manual,1,Maruti Swift Dzire,2015,ZXI,Bangalore,Third Party,Petrol,25170.0,5,29.0,675000,9
136,Sedan,Manual,1,Maruti Ciaz,2021,Delta BSVI,Bangalore,Comprehensive,Petrol,25022.0,5,29.0,893000,3
137,Hatchback,Manual,2,Maruti Swift,2012,RS VDI,Bangalore,Third Party insurance,Diesel,100000.0,5,29.0,420000,12
138,Sedan,Manual,1,Maruti Ciaz,2020,Delta BSVI,Bangalore,Zero Dep,Petrol,26367.0,5,29.0,941000,4
139,Sedan,Automatic,2,Hyundai Elantra,2015,SX AT,Bangalore,Zero Dep,Petrol,76567.0,5,29.0,630000,9
140,Hatchback,Automatic,2,Hyundai Grand i10,2015,AT Asta,Bangalore,Comprehensive,Petrol,36459.0,5,29.0,525000,9
141,SUV,Manual,1,Maruti SX4 S Cross,2016,DDiS 200 Delta,Bangalore,Comprehensive,Diesel,93725.0,5,29.0,750000,8
142,Sedan,Automatic,2,Maruti Ciaz,2016,AT ZXi Plus,Bangalore,Comprehensive,Petrol,115599.0,5,29.0,632000,8
143,Sedan,Manual,1,Maruti Swift Dzire,2015,ZXI,Bangalore,Zero Dep,Petrol,43469.0,5,29.0,645000,9
144,SUV,Manual,1,Maruti Vitara Brezza,2018,LDi,Bangalore,Comprehensive,Diesel,100000.0,5,29.0,850000,6
145,Sedan,Manual,1,Mitsubishi Cedia,2008,Spirit,Bangalore,Third Party insurance,Petrol,72000.0,5,29.0,299000,16
146,Hatchback,Manual,2,Volkswagen Polo,2021,1.0 TSI Highline Plus,Bangalore,Third Party,Petrol,40771.0,5,29.0,999000,3
147,Hatchback,Manual,1,Honda Jazz,2018,1.2 VX i VTEC,Bangalore,Comprehensive,Petrol,28000.0,5,29.0,825000,6
148,Hatchback,Manual,3,Maruti Wagon R,2008,LXI Minor,Bangalore,Comprehensive,Petrol,40000.0,5,29.0,250000,16
149,SUV,Automatic,1,Hyundai Venue,2020,SX Plus Turbo DCT,Bangalore,Comprehensive,Petrol,26000.0,5,29.0,1295000,4
150,Hatchback,Manual,1,Maruti Wagon R,2012,VXI BS IV,Bangalore,Comprehensive,Petrol,76032.0,5,29.0,329000,12
151,Sedan,Manual,1,Maruti Ciaz,2018,Alpha BSIV,Bangalore,Comprehensive,Petrol,113780.0,5,29.0,666000,6
152,SUV,Manual,2,Hyundai Venue,2020,SX Opt Diesel,Bangalore,Third Party,Diesel,65812.0,5,29.0,1026000,4
153,Hatchback,Manual,1,Maruti Baleno,2016,1.2 Zeta,Bangalore,Zero Dep,Petrol,39959.0,5,29.0,681000,8
154,Hatchback,Manual,3,Maruti Alto K10,2016,VXI,Bangalore,Third Party insurance,Petrol,65484.0,5,29.0,318000,8
155,Hatchback,Manual,1,Maruti Baleno,2017,1.2 Zeta,Bangalore,Comprehensive,Petrol,49174.0,5,29.0,688000,7
156,SUV,Manual,1,Volkswagen Taigun,2022,1.0 TSI Comfortline BSVI,Bangalore,Third Party insurance,Petrol,20000.0,5,29.0,1300000,2
157,Hatchback,Manual,1,Hyundai i10,2009,Magna 1.2,Bangalore,Third Party insurance,Petrol,50000.0,5,29.0,265000,15
158,Coupe,Automatic,3,BMW 3 Series,2007,330 Ci Coupe,Bangalore,Third Party insurance,Petrol,50000.0,5,29.0,900000,17
159,Hatchback,Manual,1,Maruti Swift,2020,ZXI,Bangalore,Third Party insurance,Petrol,80000.0,5,29.0,620000,4
160,SUV,Manual,1,MG Astor,2022,Sharp BSVI,Bangalore,Third Party insurance,Petrol,20000.0,5,29.0,1470000,2
161,Sedan,Manual,1,Hyundai Accent,2010,Executive CNG,Bangalore,Third Party insurance,CNG,70000.0,5,29.0,220000,14
162,Sedan,Automatic,1,Audi A4,2014,2.0 TDI Premium Plus,Bangalore,Third Party insurance,Diesel,90000.0,5,29.0,1475000,10
163,Hatchback,Manual,1,Renault KWID,2020,Climber 1.0 MT Opt,Bangalore,Third Party insurance,Petrol,40000.0,5,29.0,415000,4
164,Hatchback,Manual,1,Honda Jazz,2016,1.2 V i VTEC,Bangalore,Comprehensive,Petrol,63797.0,5,29.0,610000,8
165,Hatchback,Manual,2,Hyundai Grand i10,2018,1.2 Kappa Magna BSIV,Bangalore,Comprehensive,Petrol,60216.0,5,29.0,560000,6
166,Hatchback,Automatic,2,Maruti Alto K10,2015,VXI AMT,Bangalore,Third Party insurance,Petrol,10000.0,5,29.0,425000,9
167,Hatchback,Manual,1,Maruti Baleno,2016,1.2 Zeta,Bangalore,Comprehensive,Petrol,38153.0,5,29.0,686000,8
168,Hatchback,Manual,1,Maruti Swift,2015,VXI,Bangalore,Comprehensive,Petrol,76485.0,5,29.0,517000,9
169,Hatchback,Manual,2,Maruti Wagon R,2015,VXI BS IV,Bangalore,Third Party insurance,Petrol,40000.0,5,29.0,385000,9
170,Hatchback,Manual,1,Maruti Baleno,2016,1.2 Zeta,Bangalore,Comprehensive,Petrol,40623.0,5,29.0,675000,8
171,Hatchback,Manual,1,Maruti Swift,2014,VXI,Bangalore,Third Party insurance,Petrol,88051.0,5,29.0,499000,10
172,Hatchback,Manual,1,Maruti Swift,2022,VXI,Bangalore,Third Party,Petrol,16522.0,5,29.0,774000,2
173,SUV,Manual,2,Jeep Compass,2019,2.0 Limited 4X4,Bangalore,Third Party insurance,Diesel,70000.0,5,29.0,1475000,5
174,Hatchback,Manual,3,Maruti Wagon R,2008,LXI Minor,Bangalore,Third Party insurance,Petrol,80000.0,5,29.0,240000,16
175,SUV,Manual,1,Hyundai Venue,2019,SX Diesel BSIV,Bangalore,Third Party insurance,Diesel,50000.0,5,29.0,1025000,5
176,SUV,Manual,1,Tata Nexon,2023,XZ Plus LUXS DT BSVI,Bangalore,Third Party insurance,Petrol,10000.0,5,29.0,1400000,1
177,Hatchback,Manual,2,Hyundai EON,2013,D Lite Plus,Bangalore,Third Party insurance,Petrol,57000.0,5,29.0,285000,11
178,Hatchback,Manual,1,Maruti Baleno,2019,1.2 Zeta,Bangalore,Third Party insurance,Petrol,10000.0,5,29.0,780000,5
179,Hatchback,Manual,2,Maruti Swift,2012,VXI,Bangalore,Third Party insurance,Petrol,50000.0,5,29.0,475000,12
180,Hatchback,Manual,1,Hyundai Grand i10,2014,Magna,Bangalore,Comprehensive,Petrol,35469.0,5,29.0,555000,10
181,Hatchback,Manual,2,Honda Jazz,2017,1.2 V i VTEC,Bangalore,Third Party insurance,Petrol,40073.0,5,29.0,607000,7
182,Hatchback,Manual,2,Hyundai Grand i10,2017,1.2 Kappa Sportz Option,Bangalore,Third Party insurance,Petrol,65730.0,5,29.0,514000,7
183,Hatchback,Manual,2,Maruti Baleno,2016,1.2 Zeta,Bangalore,Third Party,Petrol,36184.0,5,29.0,705000,8
184,Hatchback,Manual,1,Maruti Baleno,2016,1.2 Zeta,Bangalore,Comprehensive,Petrol,69310.0,5,29.0,653000,8
185,Hatchback,Automatic,2,Hyundai Grand i10,2017,1.2 Kappa Sportz Option AT,Bangalore,Third Party insurance,Petrol,62803.0,5,29.0,564000,7
186,Hatchback,Manual,2,Volkswagen Polo,2011,Diesel Comfortline 1.2L,Bangalore,Third Party insurance,Diesel,90000.0,5,29.0,370000,13
187,Hatchback,Manual,1,Maruti Swift,2015,VXI,Bangalore,Third Party insurance,Petrol,68656.0,5,29.0,550000,9
188,Hatchback,Manual,3,Honda Jazz,2016,1.2 V i VTEC,Bangalore,Comprehensive,Petrol,77501.0,5,29.0,517000,8
189,Sedan,Manual,1,Maruti Swift Dzire,2016,LXI Optional-O,Bangalore,Third Party insurance,Petrol,40000.0,5,29.0,620000,8
190,Sedan,Manual,1,Maruti Swift Dzire,2016,LXI Optional-O,Bangalore,Third Party insurance,Petrol,40000.0,5,29.0,620000,8
191,SUV,Manual,1,Tata Nexon,2022,XZ Plus HS,Bangalore,Third Party insurance,Petrol,30000.0,5,29.0,1220000,2
192,Hatchback,Automatic,2,Mercedes-Benz B Class,2013,B180 CDI,Bangalore,Comprehensive,Diesel,100000.0,5,29.0,1350000,11
193,SUV,Manual,1,Jeep Compass,2018,2.0 Sport,Bangalore,Third Party insurance,Diesel,110000.0,5,29.0,1250000,6
194,Sedan,Manual,2,Hyundai Verna,2016,1.6 VTVT SX,Bangalore,Third Party insurance,Petrol,50000.0,5,29.0,868000,8
195,Hatchback,Automatic,1,Maruti Swift,2022,ZXI Plus DT AMT BSVI,Bangalore,Third Party,Petrol,14999.0,5,29.0,900000,2
196,Hatchback,Manual,2,Honda Jazz,2016,1.2 V i VTEC,Bangalore,Comprehensive,Petrol,90773.0,5,29.0,550000,8
197,Sedan,Manual,1,Skoda Rapid,2012,1.6 TDI Elegance,Bangalore,Third Party insurance,Diesel,90000.0,5,29.0,450000,12
198,Hatchback,Manual,2,Maruti Swift,2017,VXI Optional,Bangalore,Zero Dep,Petrol,64917.0,5,29.0,610000,7
199,Hatchback,Manual,1,Honda Jazz,2017,1.2 VX i VTEC,Bangalore,Comprehensive,Petrol,70235.0,5,29.0,543000,7
