,bt,transmission,ownerNo,model,modelYear,variantName,City,Insurance Validity,Fuel Type,Kms Driven,Seating Capacity,Mileage,price,Age_of_the_Car
4267,Sedan,Manual,1,Maruti Swift Dzire,2020,VXI BSVI,Bangalore,Third Party insurance,Petrol,120000.0,5,29.0,500000,4
4268,Hatchback,Manual,1,Renault KWID,2019,RXT Optional,Bangalore,Third Party insurance,Petrol,40000.0,5,29.0,300000,5
4269,Hatchback,Automatic,1,Hyundai Grand i10,2016,AT Asta,Bangalore,Zero Dep,Petrol,72842.0,5,29.0,460000,8
4270,Hatchback,Manual,2,Maruti Wagon R,2018,VXI BS IV,Bangalore,Third Party insurance,Petrol,16338.0,5,29.0,430000,6
4271,SUV,Manual,1,Kia Seltos,2020,HTX Plus Diesel,Bangalore,Comprehensive,Diesel,49017.0,5,29.0,1525000,4
4272,Hatchback,Manual,2,Maruti Wagon R,2010,LXI DUO BSIII,Bangalore,Third Party insurance,LPG,80000.0,5,29.0,140000,14
4273,Hatchback,Manual,2,Volkswagen Polo,2016,1.2 MPI Comfortline,Bangalore,Third Party insurance,Petrol,59000.0,5,29.0,450000,8
4274,Hatchback,Manual,2,Maruti Ritz,2010,VDi,Bangalore,Third Party insurance,Diesel,90000.0,5,29.0,200000,14
4275,Hatchback,Manual,2,Maruti Alto K10,2012,2010-2014 VXI,Bangalore,Third Party insurance,Petrol,40000.0,5,29.0,245000,12
4276,Hatchback,Manual,2,Renault KWID,2015,RXT Optional,Bangalore,Comprehensive,Petrol,45979.0,5,29.0,243000,9
4277,Sedan,Manual,1,Honda Amaze,2019,E Petrol BSIV,Bangalore,Third Party insurance,Petrol,10000.0,5,29.0,610000,5
4278,Hatchback,Manual,1,Hyundai i20,2013,Sportz 1.2,Bangalore,Comprehensive,Petrol,68551.0,5,29.0,349000,11
4279,Hatchback,Manual,1,Tata Tiago,2019,XZ Plus,Bangalore,Zero Dep,Petrol,68766.0,5,29.0,514000,5
4280,Sedan,Manual,2,Maruti Swift Dzire,2020,VXI BSVI,Bangalore,Third Party insurance,Petrol,20000.0,5,29.0,725000,4
4281,Sedan,Manual,2,Hyundai Verna,2016,1.6 CRDi S Option,Bangalore,Third Party insurance,Diesel,120000.0,5,29.0,460000,8
4282,Sedan,Manual,2,Hyundai Verna,2015,1.6 SX CRDi (O),Bangalore,Third Party insurance,Diesel,120000.0,5,29.0,450000,9
4283,SUV,Manual,1,Ford Ecosport,2019,1.5 Diesel Titanium,Bangalore,Comprehensive,Diesel,71000.0,5,29.0,850000,5
4284,Sedan,Manual,1,Volkswagen Vento,2014,Diesel Highline,Bangalore,Comprehensive,Diesel,53000.0,5,29.0,500000,10
4285,Hatchback,Manual,2,Volkswagen Polo,2017,1.5 TDI Highline,Bangalore,Comprehensive,Diesel,75000.0,5,29.0,550000,7
4286,Hatchback,Manual,1,Maruti Wagon R,2020,VXI,Bangalore,Comprehensive,Petrol,23573.0,5,29.0,560000,4
4287,SUV,Manual,1,Ford Ecosport,2018,1.5 Diesel Titanium,Bangalore,Comprehensive,Diesel,76200.0,5,29.0,800000,6
4288,Hatchback,Automatic,1,Hyundai Santro Xing,2007,GLS AT,Bangalore,Comprehensive,Petrol,85000.0,5,29.0,180000,17
4289,Hatchback,Manual,1,Maruti Alto K10,2014,VXI,Bangalore,Comprehensive,Petrol,62000.0,5,29.0,270000,10
4290,Sedan,Automatic,1,Hyundai Aura,2020,S AMT,Bangalore,Comprehensive,Petrol,16603.0,5,29.0,735000,4
4291,Hatchback,Manual,1,Hyundai EON,2018,Era Plus,Bangalore,Third Party,Petrol,43571.0,5,29.0,308000,6
4292,Hatchback,Manual,1,Maruti Alto 800,2020,VXI BSVI,Bangalore,Zero Dep,Petrol,28328.0,5,29.0,380000,4
4293,Hatchback,Manual,1,Maruti Swift,2014,VDI,Bangalore,Comprehensive,Diesel,115000.0,5,29.0,460000,10
4294,SUV,Manual,1,Honda WR-V,2017,i-VTEC VX,Bangalore,Comprehensive,Petrol,40282.0,5,29.0,657000,7
4295,Hatchback,Manual,1,Maruti Alto 800,2016,LXI,Bangalore,Comprehensive,Petrol,57826.0,5,29.0,255000,8
4296,Hatchback,Manual,1,Volkswagen Polo,2016,1.0 MPI Trendline,Bangalore,Comprehensive,Petrol,85400.0,5,29.0,450000,8
4297,Hatchback,Manual,2,Hyundai i20,2014,Asta 1.2,Bangalore,Comprehensive,Petrol,74000.0,5,29.0,480000,10
4298,SUV,Automatic,1,Maruti Vitara Brezza,2018,ZDi Plus AMT,Bangalore,Comprehensive,Diesel,65580.0,5,29.0,894999,6
4299,Hatchback,Manual,2,Volkswagen Polo,2014,1.5 TDI Highline,Bangalore,Comprehensive,Diesel,91200.0,5,29.0,450000,10
4300,SUV,Manual,2,Ford Ecosport,2015,1.5 Diesel Titanium,Bangalore,Comprehensive,Diesel,65000.0,5,29.0,590000,9
4301,Hatchback,Manual,2,Hyundai i20,2017,1.4 Asta,Bangalore,Comprehensive,Diesel,84250.0,5,29.0,670000,7
4302,Hatchback,Manual,3,Maruti Swift,2007,Vdi BSIII,Bangalore,Comprehensive,Diesel,93155.0,5,29.0,230000,17
4303,Sedan,Automatic,2,BMW 3 Series,2014,320d GT Sport Line,Bangalore,Comprehensive,Diesel,79412.0,5,29.0,1425000,10
4304,Sedan,Manual,1,Skoda Rapid,2019,1.5 TDI Style BSIV,Bangalore,Not Available,Diesel,68140.0,5,29.0,810000,5
4305,Hatchback,Manual,2,Maruti Ritz,2014,LDi,Bangalore,Not Available,Diesel,79883.0,5,29.0,189000,10
4306,Sedan,Manual,1,Honda Amaze,2014,S i-Dtech,Bangalore,Not Available,Diesel,110712.0,5,29.0,270000,10
4307,Hatchback,Automatic,1,Tata Tiago,2017,1.2 Revotron XTA,Bangalore,Comprehensive,Petrol,67653.0,5,29.0,410000,7
4308,Hatchback,Manual,1,Hyundai i10,2015,Magna 1.1L,Bangalore,Third Party insurance,Petrol,58066.0,5,29.0,296000,9
4309,Sedan,Manual,1,Honda Amaze,2019,S Petrol BSIV,Bangalore,Comprehensive,Petrol,71053.0,5,29.0,576000,5
4310,Hatchback,Manual,2,Volkswagen Polo,2018,1.5 TDI Highline Plus,Bangalore,Comprehensive,Diesel,76977.0,5,29.0,623000,6
4311,Sedan,Manual,1,Honda New Accord,2007,VTi-L MT,Bangalore,Not Available,Petrol,144103.0,5,29.0,0,17
4312,Sedan,Manual,1,Honda Amaze,2022,S BSVI,Bangalore,Not Available,Petrol,19726.0,5,29.0,750000,2
4313,Sedan,Manual,1,Hyundai Elantra,2013,CRDi Base,Bangalore,Not Available,Diesel,120931.0,5,29.0,900000,11
4314,SUV,Manual,1,Tata Nexon,2022,XZ Plus Dark Edition BSVI,Bangalore,Not Available,Petrol,12111.0,5,29.0,950000,2
4315,Sedan,Manual,1,Chevrolet Cruze,2016,LTZ,Bangalore,Not Available,Diesel,121671.0,5,29.0,450000,8
4316,SUV,Automatic,1,Maruti Vitara Brezza,2019,ZDi Plus AMT,Bangalore,Third Party insurance,Diesel,65573.0,5,29.0,894999,5
4317,Hatchback,Manual,1,Hyundai i10,2009,Sportz 1.2,Bangalore,Not Available,Petrol,52887.0,5,29.0,250000,15
4318,Hatchback,Manual,1,Nissan Micra Active,2013,XL Petrol,Bangalore,Not Available,Petrol,51088.0,5,29.0,325000,11
4319,Hatchback,Manual,1,Maruti Wagon R,2015,VXI BS IV,Bangalore,Not Available,Petrol,51088.0,5,29.0,350000,9
4320,SUV,Manual,1,Kia Seltos,2021,HTX G,Bangalore,Comprehensive,Petrol,22000.0,5,29.0,1390000,3
4321,SUV,Automatic,1,Kia Seltos,2019,GTX Plus DCT,Bangalore,Comprehensive,Petrol,16858.0,5,29.0,1395000,5
4322,Hatchback,Manual,1,Renault KWID,2019,RXL,Bangalore,Third Party,Petrol,31850.0,5,29.0,342000,5
4323,Sedan,Manual,1,Honda Amaze,2013,VX i-DTEC,Bangalore,Not Available,Diesel,135213.0,5,29.0,270000,11
4324,Sedan,Manual,1,Honda Amaze,2014,S i-Dtech,Bangalore,Not Available,Diesel,88378.0,5,29.0,358000,10
4325,Sedan,Manual,1,Maruti Swift Dzire,2012,VDI,Bangalore,Not Available,Diesel,65808.0,5,29.0,410000,12
4326,SUV,Manual,1,Nissan Magnite,2021,XV BSVI,Bangalore,Not Available,Petrol,20135.0,5,29.0,650000,3
4327,SUV,Automatic,1,MG Hector,2020,Sharp DCT,Bangalore,Not Available,Petrol,33831.0,5,29.0,1500000,4
4328,Hatchback,Manual,1,Maruti Wagon R,2018,VXI BS IV,Bangalore,Not Available,Petrol,61334.0,5,29.0,380000,6
4329,Hatchback,Manual,1,Hyundai i20,2017,1.2 Magna Executive,Bangalore,Not Available,Petrol,51531.0,5,29.0,500000,7
4330,SUV,Manual,1,Kia Seltos,2019,HTK Plus D,Bangalore,Not Available,Diesel,88098.0,5,29.0,945000,5
4331,SUV,Manual,1,Hyundai Venue,2019,SX Diesel BSIV,Bangalore,Comprehensive,Diesel,77901.0,5,29.0,975000,5
4332,Sedan,Manual,1,Skoda Laura,2008,Ambiente,Bangalore,Not Available,Diesel,133946.0,5,29.0,564000,16
4333,Hatchback,Manual,1,Hyundai i10,2016,Sportz 1.1L,Bangalore,Third Party insurance,Petrol,70593.0,5,29.0,326000,8
4334,Hatchback,Manual,1,Hyundai i20,2015,Magna 1.2,Bangalore,Zero Dep,Petrol,82556.0,5,29.0,465000,9
4335,Hatchback,Manual,1,Maruti Wagon R,2009,LXI Minor,Bangalore,Not Available,Petrol,42160.0,5,29.0,180000,15
4336,Sedan,Manual,1,Maruti Swift Dzire,2018,ZDI Plus,Bangalore,Third Party,Diesel,99367.0,5,29.0,710000,6
4337,Sedan,Manual,1,Maruti Swift Dzire,2015,VXI,Bangalore,Comprehensive,Petrol,72000.0,5,29.0,465000,9
4338,Sedan,Manual,1,Renault Scala,2013,Diesel RxL,Bangalore,Comprehensive,Diesel,88329.0,5,29.0,390000,11
4339,Hatchback,Manual,2,Maruti Ritz,2009,VXI,Bangalore,Comprehensive,Petrol,114866.0,5,29.0,0,15
4340,Hatchback,Manual,1,Maruti Baleno,2021,Zeta,Bangalore,Not Available,Petrol,27723.0,5,29.0,600000,3
4341,Sedan,Automatic,1,Toyota Corolla Altis,2009,1.8 VL AT,Bangalore,Comprehensive,Petrol,57847.0,5,29.0,395000,15
4342,Sedan,Manual,1,Hyundai Verna,2021,SX,Bangalore,Not Available,Petrol,46557.0,5,29.0,980000,3
4343,Hatchback,Manual,1,Maruti Wagon R,2016,VXI BS IV,Bangalore,Not Available,Petrol,37983.0,5,29.0,360000,8
4344,Sedan,Automatic,1,Mercedes-Benz C-Class,2012,220 CDI AT,Bangalore,Third Party insurance,Diesel,69856.0,5,29.0,1250000,12
4345,Hatchback,Manual,1,Maruti Swift,2017,LXI Optional-O,Bangalore,Not Available,Petrol,50501.0,5,29.0,450000,7
4346,Sedan,Automatic,1,Hyundai Aura,2020,S AMT,Bangalore,Comprehensive,Petrol,16603.0,5,29.0,735000,4
4347,Hatchback,Manual,1,Maruti Celerio,2020,VXI CNG,Bangalore,Zero Dep,CNG,40960.0,5,29.0,500000,4
4348,Hatchback,Manual,1,Hyundai Grand i10,2018,1.2 Kappa Magna BSIV,Bangalore,Comprehensive,Petrol,65000.0,5,29.0,485000,6
4349,Hatchback,Manual,1,Maruti Swift,2014,ZDi,Bangalore,Third Party,Diesel,74232.0,5,29.0,429000,10
4350,Hatchback,Manual,1,Maruti Wagon R,2015,VXI BS IV,Bangalore,Third Party insurance,Petrol,38892.0,5,29.0,347000,9
4351,Sedan,Automatic,2,Hyundai Verna,2016,1.6 CRDi AT S,Bangalore,Comprehensive,Diesel,72602.0,5,29.0,695000,8
4352,Sedan,Manual,1,Maruti Swift Dzire,2013,VXI,Bangalore,Not Available,Petrol,63959.0,5,29.0,400000,11
4353,Hatchback,Manual,1,Tata Altroz,2022,XT BSVI,Bangalore,Not Available,Petrol,10801.0,5,29.0,900000,2
4354,Sedan,Automatic,2,Skoda Rapid,2015,1.6 MPI AT Elegance,Bangalore,Not Available,Petrol,30751.0,5,29.0,330000,9
4355,Hatchback,Manual,1,Maruti Wagon R,2014,VXI BS IV,Bangalore,Not Available,Petrol,151231.0,5,29.0,250000,10
4356,SUV,Automatic,1,Kia Seltos,2019,GTX Plus DCT,Bangalore,Comprehensive,Petrol,49000.0,5,29.0,1475000,5
4357,Sedan,Automatic,1,Audi A4,2013,New  2.0 TDI Multitronic,Bangalore,Comprehensive,Diesel,55000.0,5,29.0,1370000,11
4358,SUV,Manual,1,Honda WR-V,2022,VX,Bangalore,Not Available,Petrol,17284.0,5,29.0,900000,2
4359,Sedan,Manual,3,Hyundai Xcent,2014,1.1 CRDi S Option,Bangalore,Not Available,Diesel,100076.0,5,29.0,300000,10
4360,Hatchback,Manual,1,Maruti Alto 800,2018,LXI,Bangalore,Third Party,Petrol,85648.0,5,29.0,272000,6
4361,Hatchback,Manual,1,Maruti Swift,2018,VXI,Bangalore,Third Party,Petrol,97229.0,5,29.0,509000,6
4362,Hatchback,Manual,1,Maruti Baleno,2016,1.3 Delta,Bangalore,Not Available,Diesel,74850.0,5,29.0,470000,8
4363,Hatchback,Manual,1,Maruti Swift,2018,VXI,Bangalore,Third Party,Petrol,52509.0,5,29.0,544000,6
4364,Hatchback,Manual,2,Hyundai i10,2016,Sportz Option,Bangalore,Comprehensive,Petrol,57000.0,5,29.0,345000,8
4365,Sedan,Manual,1,Skoda Rapid,2018,1.5 TDI Ambition BSIV,Bangalore,Third Party insurance,Diesel,91547.0,5,29.0,965000,6
4366,Sedan,Manual,1,Maruti Swift Dzire,2011,1.2 Vxi BSIV,Bangalore,Not Available,Petrol,42601.0,5,29.0,280000,13
4367,SUV,Automatic,1,Kia Seltos,2019,HTX Plus AT D,Bangalore,Not Available,Diesel,31262.0,5,29.0,1130000,5
4368,Hatchback,Manual,1,Hyundai i20,2017,Asta Option BSIV,Bangalore,Comprehensive,Petrol,70000.0,5,29.0,600000,7
4369,Hatchback,Manual,1,Maruti Swift,2022,VXI BSVI,Bangalore,Not Available,Petrol,18240.0,5,29.0,630000,2
4370,Sedan,Manual,1,Skoda Slavia,2022,1.0 TSI Active BSVI,Bangalore,Third Party insurance,Petrol,16000.0,5,29.0,1110000,2
4371,Hatchback,Manual,1,Hyundai EON,2018,Era Plus,Bangalore,Not Available,Petrol,48409.0,5,29.0,280000,6
4372,Hatchback,Manual,1,Maruti Swift,2012,VXI,Bangalore,Comprehensive,Petrol,102912.0,5,29.0,364000,12
4373,Hatchback,Manual,1,Renault KWID,2019,RXL,Bangalore,Third Party insurance,Petrol,37025.0,5,29.0,352000,5
4374,Sedan,Manual,2,Volkswagen Vento,2012,Diesel Highline,Bangalore,Not Available,Diesel,68243.0,5,29.0,300000,12
4375,Hatchback,Manual,1,Hyundai i10,2012,Sportz,Bangalore,Not Available,Petrol,110728.0,5,29.0,231000,12
4376,Hatchback,Manual,1,Maruti Swift,2013,LDI,Bangalore,Not Available,Diesel,72480.0,5,29.0,400000,11
4377,Hatchback,Manual,1,Hyundai i20,2016,Sportz 1.2,Bangalore,Not Available,Petrol,120094.0,5,29.0,500000,8
4378,Hatchback,Manual,3,Maruti Swift,2013,VDI,Bangalore,Not Available,Diesel,118149.0,5,29.0,350000,11
4379,SUV,Automatic,1,Kia Seltos,2020,HTX IVT,Bangalore,Comprehensive,Petrol,29000.0,5,29.0,1420000,4
4380,Hatchback,Automatic,3,Honda Brio,2015,VX AT,Bangalore,Third Party,Petrol,68000.0,5,29.0,385000,9
4381,SUV,Automatic,1,Tata Nexon EV,2021,XZ Plus,Bangalore,Zero Dep,Electric,55463.0,5,29.0,1200000,3
4382,SUV,Automatic,1,Tata Nexon EV,2022,XZ Plus Lux,Bangalore,Not Available,Electric,26455.0,5,29.0,1400000,2
4383,Hatchback,Manual,1,Maruti Alto 800,2012,LXI,Bangalore,Not Available,Petrol,62626.0,5,29.0,0,12
4384,Minivans,Manual,1,Maruti Eeco,2022,CNG 5 Seater AC,Bangalore,Not Available,CNG,32317.0,5,29.0,570000,2
4385,Hatchback,Manual,2,Hyundai i20,2010,1.2 Magna,Bangalore,Not Available,Petrol,65733.0,5,29.0,117000,14
4386,Hatchback,Manual,1,Tata Altroz,2020,XE BSVI,Bangalore,Third Party,Petrol,21388.0,5,29.0,537000,4
4387,Sedan,Automatic,3,Maruti Swift Dzire,2019,AMT VDI,Bangalore,Third Party insurance,Diesel,71448.0,5,29.0,678000,5
4388,Sedan,Manual,1,Honda Amaze,2018,S Petrol BSIV,Bangalore,Third Party insurance,Petrol,63385.0,5,29.0,541000,6
4389,Hatchback,Manual,1,Hyundai i20,2019,Magna Plus BSIV,Bangalore,Third Party insurance,Petrol,60048.0,5,29.0,578000,5
4390,Sedan,Automatic,1,Tata Tigor EV,2022,XZ Plus LUX,Bangalore,Third Party,Electric,44351.0,5,29.0,1490000,2
4391,Hatchback,Manual,1,Hyundai EON,2015,Era Plus,Bangalore,Not Available,Petrol,45926.0,5,29.0,200000,9
4392,SUV,Manual,1,Maruti Vitara Brezza,2021,LXI,Bangalore,Not Available,Petrol,19876.0,5,29.0,750000,3
4393,Hatchback,Manual,1,Hyundai i20,2017,Diesel Asta,Bangalore,Comprehensive,Diesel,69000.0,5,29.0,675000,7
4394,SUV,Manual,1,Maruti Vitara Brezza,2021,ZXI Plus Dual Tone,Bangalore,Comprehensive,Petrol,65000.0,5,29.0,894999,3
4395,Hatchback,Manual,1,Hyundai Grand i10,2015,Asta,Bangalore,Not Available,Petrol,37386.0,5,29.0,420000,9
4396,Hatchback,Manual,1,Maruti Baleno,2020,Zeta,Bangalore,Not Available,Petrol,104590.0,5,29.0,550000,4
4397,Sedan,Manual,1,Maruti Swift Dzire,2021,ZXI BSVI,Bangalore,Not Available,Petrol,57794.0,5,29.0,725000,3
4398,SUV,Manual,1,Ford Ecosport,2015,1.5 DV5 MT Titanium,Bangalore,Not Available,Diesel,105072.0,5,29.0,420000,9
4399,Sedan,Manual,1,Hyundai Verna,2016,1.6 CRDi SX,Bangalore,Comprehensive,Diesel,52000.0,5,29.0,785000,8
4400,Hatchback,Manual,1,Tata Altroz,2020,XE BSVI,Bangalore,Not Available,Petrol,26124.0,5,29.0,460000,4
4401,Sedan,Manual,1,Maruti Ciaz,2018,1.4 Delta,Bangalore,Not Available,Petrol,35925.0,5,29.0,750000,6
4402,Hatchback,Manual,1,Maruti Celerio,2019,ZXI,Bangalore,Third Party insurance,Petrol,38439.0,5,29.0,419000,5
4403,SUV,Manual,1,Ford Ecosport,2017,1.5 Ti VCT MT Titanium BSIV,Bangalore,Comprehensive,Petrol,45531.0,5,29.0,549000,7
4404,Sedan,Manual,1,Maruti Swift Dzire,2021,VXI BSVI,Bangalore,Comprehensive,Petrol,33000.0,5,29.0,710000,3
4405,Hatchback,Manual,2,Maruti Swift,2015,VXI,Bangalore,Comprehensive,Petrol,71098.0,5,29.0,426000,9
4406,Sedan,Manual,2,Volkswagen Vento,2013,Diesel Highline,Bangalore,Not Available,Diesel,96496.0,5,29.0,400000,11
4407,SUV,Manual,1,Nissan Terrano,2014,XV 110 PS,Bangalore,Not Available,Diesel,75744.0,5,29.0,550000,10
4408,Hatchback,Automatic,1,Maruti Ignis,2017,1.3 AMT Zeta,Bangalore,Comprehensive,Diesel,70000.0,5,29.0,545000,7
4409,Hatchback,Manual,1,Hyundai i20 Active,2015,SX Diesel,Bangalore,Comprehensive,Diesel,85000.0,5,29.0,565000,9
4410,Hatchback,Manual,1,Maruti Alto 800,2022,VXI BSVI,Bangalore,Not Available,Petrol,15092.0,5,29.0,410000,2
4411,Hatchback,Automatic,2,Maruti Wagon R Stingray,2016,AMT VXI,Bangalore,Not Available,Petrol,32802.0,5,29.0,400000,8
4412,Hatchback,Manual,1,Maruti Baleno,2016,1.2 Alpha,Bangalore,Not Available,Petrol,39201.0,5,29.0,650000,8
4413,SUV,Automatic,1,Kia Seltos,2019,HTX Plus AT D,Bangalore,Not Available,Diesel,101884.0,5,29.0,1260000,5
4414,Hatchback,Manual,1,Hyundai EON,2014,Magna Plus,Bangalore,Third Party,Petrol,74729.0,5,29.0,210000,10
4415,SUV,Manual,1,Tata Nexon,2022,XZ Plus Dark Edition BSVI,Bangalore,Not Available,Petrol,9009.0,5,29.0,990000,2
4416,SUV,Manual,1,Maruti SX4 S Cross,2020,Alpha,Bangalore,Zero Dep,Petrol,10785.0,5,29.0,1059000,4
4417,Hatchback,Manual,1,Hyundai Grand i10,2017,1.2 Kappa Sportz Option,Bangalore,Third Party insurance,Petrol,85374.0,5,29.0,426000,7
4418,Hatchback,Manual,1,Hyundai i10,2011,Magna,Bangalore,Not Available,Petrol,36495.0,5,29.0,175000,13
4419,Hatchback,Manual,2,Volkswagen Polo,2012,Diesel Comfortline 1.2L,Bangalore,Not Available,Diesel,57095.0,5,29.0,220000,12
4420,Hatchback,Manual,1,Renault KWID,2022,1.0 RXT BSVI,Bangalore,Not Available,Petrol,1782.0,5,29.0,530000,2
4421,Hatchback,Manual,1,Renault KWID,2019,RXL,Bangalore,Not Available,Petrol,20685.0,5,29.0,299000,5
4422,Hatchback,Manual,1,Hyundai EON,2015,Magna Plus,Bangalore,Not Available,Petrol,51284.0,5,29.0,250000,9
4423,Hatchback,Manual,1,Maruti Alto 800,2019,VXI,Bangalore,Not Available,Petrol,36661.0,5,29.0,322000,5
4424,Hatchback,Automatic,1,Maruti Alto K10,2018,VXI AGS Optional,Bangalore,Not Available,Petrol,69475.0,5,29.0,310000,6
4425,SUV,Manual,1,Hyundai Creta,2017,1.6 E Plus,Bangalore,Comprehensive,Petrol,48000.0,5,29.0,825000,7
4426,SUV,Manual,1,Maruti Vitara Brezza,2018,VDi,Bangalore,Third Party insurance,Diesel,34970.0,5,29.0,810000,6
4427,Sedan,Manual,1,Hyundai Aura,2020,S,Bangalore,Third Party,Petrol,49931.0,5,29.0,649000,4
4428,Hatchback,Manual,1,Maruti Baleno,2018,1.2 Alpha,Bangalore,Comprehensive,Petrol,49500.0,5,29.0,670000,6
4429,Hatchback,Manual,1,Maruti Swift,2018,VDI,Bangalore,Comprehensive,Diesel,49225.0,5,29.0,655000,6
4430,Hatchback,Manual,1,Tata Tiago,2020,XT BSVI,Bangalore,Comprehensive,Petrol,68843.0,5,29.0,493000,4
4431,Hatchback,Manual,1,Maruti Wagon R,2009,VXI,Bangalore,Comprehensive,Petrol,60318.0,5,29.0,325000,15
4432,Hatchback,Automatic,1,Maruti Swift,2018,AMT VDI,Bangalore,Zero Dep,Diesel,101014.0,5,29.0,550000,6
4433,Hatchback,Manual,1,Volkswagen Polo,2017,1.2 MPI Highline Plus,Bangalore,Not Available,Petrol,49422.0,5,29.0,337000,7
4434,SUV,Automatic,1,Tata Nexon,2021,XZA Plus AMT S,Bangalore,Not Available,Petrol,44934.0,5,29.0,1045000,3
4435,Hatchback,Manual,1,Maruti Wagon R,2009,LXI Minor Duo LPG,Bangalore,Not Available,LPG,75426.0,5,29.0,0,15
4436,SUV,Automatic,1,Hyundai Venue,2020,SX Plus Turbo DCT,Bangalore,Not Available,Petrol,36107.0,5,29.0,861000,4
4437,SUV,Manual,1,Honda WR-V,2019,i-VTEC VX,Bangalore,Third Party,Petrol,50854.0,5,29.0,590000,5
4438,Hatchback,Manual,1,Hyundai Grand i10 Nios,2020,Magna,Bangalore,Not Available,Petrol,7985.0,5,29.0,553000,4
4439,Hatchback,Manual,1,Maruti Baleno,2017,1.2 Sigma,Bangalore,Not Available,Petrol,138907.0,5,29.0,500000,7
4440,Sedan,Manual,2,Honda Amaze,2017,S Petrol BSIV,Bangalore,Third Party insurance,Petrol,65396.0,5,29.0,422000,7
4441,Hatchback,Manual,1,Hyundai i10,2011,Magna,Bangalore,Third Party insurance,Petrol,45746.0,5,29.0,206000,13
4442,Sedan,Manual,1,Maruti Ciaz,2017,1.4 Alpha,Bangalore,Not Available,Petrol,90560.0,5,29.0,630000,7
4443,Sedan,Manual,1,Honda Amaze,2017,E Option i-DTEC,Bangalore,Comprehensive,Diesel,66000.0,5,29.0,525000,7
4444,Hatchback,Manual,1,Maruti Alto 800,2022,VXI BSVI,Bangalore,Not Available,Petrol,1989.0,5,29.0,364000,2
4445,Hatchback,Manual,1,Hyundai EON,2014,Era,Bangalore,Not Available,Petrol,110818.0,5,29.0,200000,10
4446,SUV,Automatic,2,Hyundai Creta,2017,1.6 SX Automatic Diesel,Bangalore,Comprehensive,Diesel,89000.0,5,29.0,975000,7
4447,Hatchback,Manual,1,Hyundai i10,2009,Era,Bangalore,Not Available,Petrol,86719.0,5,29.0,150000,15
4448,Hatchback,Manual,1,Honda Brio,2018,1.2 S Option MT,Bangalore,Not Available,Petrol,66328.0,5,29.0,350000,6
4449,Hatchback,Manual,1,Hyundai i10,2011,Magna,Bangalore,Comprehensive,Petrol,46848.0,5,29.0,190000,13
4450,SUV,Manual,1,Renault Kiger,2021,RXT Turbo,Bangalore,Not Available,Petrol,16424.0,5,29.0,547000,3
4451,Sedan,Manual,2,Maruti Ciaz,2015,VXi Plus,Bangalore,Not Available,Petrol,89525.0,5,29.0,510000,9
4452,SUV,Manual,1,Skoda Kushaq,2021,1.0 TSI Active BSVI,Bangalore,Comprehensive,Petrol,44516.0,5,29.0,1000000,3
4453,Sedan,Manual,1,Maruti Swift Dzire,2016,VDI,Bangalore,Not Available,Diesel,129267.0,5,29.0,580000,8
4454,Hatchback,Manual,1,Hyundai EON,2017,Magna Plus Option,Bangalore,Not Available,Petrol,77497.0,5,29.0,250000,7
4455,Hatchback,Manual,2,Maruti Alto,2008,LXi BSIII,Bangalore,Not Available,Petrol,75415.0,5,29.0,0,16
4456,SUV,Manual,1,Kia Sonet,2022,HTK Plus BSVI,Bangalore,Third Party,Petrol,49972.0,5,29.0,900000,2
4457,Hatchback,Manual,3,Maruti Alto,2011,LXi,Bangalore,Not Available,Petrol,72434.0,5,29.0,110000,13
4458,Sedan,Manual,3,Ford Aspire,2015,1.2 Ti-VCT Trend,Bangalore,Not Available,Petrol,34185.0,5,29.0,300000,9
4459,SUV,Manual,2,Nissan Magnite,2021,XE BSVI,Bangalore,Not Available,Petrol,29336.0,5,29.0,417000,3
4460,Hatchback,Manual,1,Hyundai Grand i10,2015,Magna,Bangalore,Not Available,Petrol,71501.0,5,29.0,325000,9
4461,SUV,Manual,1,Kia Seltos,2019,GTX Plus,Bangalore,Not Available,Petrol,68279.0,5,29.0,1200000,5
4462,Sedan,Manual,2,Maruti Swift Dzire,2012,LDI,Bangalore,Not Available,Diesel,99761.0,5,29.0,211000,12
4463,SUV,Automatic,1,Kia Seltos,2021,GTX Plus DCT,Bangalore,Not Available,Petrol,46865.0,5,29.0,1450000,3
4464,Hatchback,Manual,1,Hyundai i20,2014,Sportz 1.4 CRDi,Bangalore,Not Available,Diesel,94905.0,5,29.0,300000,10
4465,Hatchback,Automatic,2,Maruti Swift,2020,AMT VXI,Bangalore,Not Available,Petrol,33055.0,5,29.0,508000,4
4466,Sedan,Manual,1,Chevrolet Optra,2007,1.6 LS BS3,Bangalore,Not Available,Petrol,72117.0,5,29.0,0,17
4467,SUV,Manual,1,Maruti Vitara Brezza,2018,ZDi Plus,Bangalore,Not Available,Diesel,68280.0,5,29.0,755000,6
4468,Hatchback,Manual,1,Maruti Alto K10,2018,VXI,Bangalore,Not Available,Petrol,47008.0,5,29.0,340000,6
4469,SUV,Manual,1,Hyundai Creta,2019,1.4 S,Bangalore,Not Available,Diesel,90150.0,5,29.0,950000,5
4470,Sedan,Manual,2,Maruti Ciaz,2016,VDi Plus SHVS,Bangalore,Not Available,Diesel,77074.0,5,29.0,500000,8
